25,25,2,

05,04,04,06,05,06,05,04,04,04,04,04,04,06,05,04,04,06,05,04,04,06,00,00,00,
11,04,04,10,16,10,04,04,04,04,04,04,04,04,04,10,04,04,04,04,04,12,00,00,00,
05,04,01,02,03,04,01,02,02,02,02,02,02,03,04,01,02,02,02,03,04,06,00,00,00,
11,04,07,08,09,04,07,08,08,08,08,08,08,09,16,07,08,08,08,09,04,12,00,00,00,
05,04,07,08,09,04,07,08,08,08,08,08,08,09,04,07,08,08,08,09,16,06,00,00,00,
11,04,07,08,09,04,13,14,14,14,14,14,14,15,04,13,14,14,14,15,04,04,00,00,00,
05,04,13,14,15,04,04,04,10,04,04,04,04,04,04,04,04,04,04,04,04,04,00,00,00,
04,04,04,04,04,10,04,04,04,04,16,04,04,01,02,02,02,02,02,03,04,12,00,00,00,
04,04,01,02,02,02,02,02,02,02,02,03,04,07,08,08,08,08,08,09,04,06,00,00,00,
04,10,07,08,08,08,08,08,08,08,08,09,04,07,08,08,08,08,08,09,16,12,00,00,00,
04,16,07,08,08,08,08,08,08,08,08,09,04,07,08,08,08,08,08,09,16,06,00,00,00,
04,04,07,08,08,08,08,08,08,08,08,09,04,07,08,08,08,08,08,09,04,12,00,00,00,
04,04,07,08,08,08,08,08,08,08,08,09,04,07,08,08,08,08,08,09,04,06,00,00,00,
11,04,07,08,08,08,08,08,08,08,08,09,10,07,08,08,08,08,08,09,04,12,00,00,00,
05,04,07,08,08,08,08,08,08,08,08,09,16,07,08,08,08,08,08,09,04,06,00,00,00,
11,04,07,08,08,08,08,08,08,08,08,09,16,07,08,08,08,08,08,09,04,12,00,00,00,
05,04,07,08,08,08,08,08,08,08,08,09,04,07,08,08,08,08,08,09,10,06,00,00,00,
04,04,13,14,14,14,14,14,14,14,14,15,04,13,14,14,14,14,14,15,10,04,00,00,00,
04,04,04,04,04,04,04,04,16,04,04,10,04,10,04,04,04,04,04,04,04,04,00,00,00,
11,12,11,12,11,04,04,12,11,04,04,04,04,04,04,12,11,04,04,04,04,12,00,00,00,
00,00,00,00,00,11,12,00,00,00,00,11,12,00,00,00,00,11,12,00,00,00,00,00,00,
00,05,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,10,04,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,06,00,00,00,00,00,
00,11,12,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,11,12,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,

00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,06,05,06,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,11,12,11,12,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,05,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,11,12,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,06,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,11,12,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,05,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,11,12,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,06,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,01,03,06,
05,04,06,00,00,00,00,00,00,00,00,00,00,05,06,00,00,00,00,00,00,04,07,09,04,
11,04,12,00,00,00,00,00,00,00,00,00,05,04,04,06,00,00,00,00,00,11,13,15,12,
00,00,00,00,00,00,00,00,00,00,00,00,04,04,04,04,00,00,00,00,00,00,11,12,00,
00,00,00,00,00,00,00,00,00,00,00,00,11,04,04,12,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,05,06,00,00,00,00,11,12,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,05,04,04,04,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,05,01,02,02,02,03,06,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,11,13,14,14,14,15,12,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,11,04,04,04,12,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
